keyTime,datetime,dayTime,dayWeekTime,dayWeekAbbrevTime,dayWeekCompleteTime,monthTime,monthAbbrevTime,monthCompleteTime,bimonthTime,quarterTime,semesterTime,yearTime
7756,2015-09-24,24,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,2015
7757,2015-09-25,25,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,2015
7758,2015-09-26,26,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,2015
7759,2015-09-27,27,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,2015
7760,2015-09-28,28,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,2015
7761,2015-09-29,29,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,2015
7762,2015-09-30,30,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,2015
7763,2015-10-01,1,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2015
7764,2015-10-02,2,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2015
7765,2015-10-03,3,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2015
7766,2015-10-04,4,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2015
7767,2015-10-05,5,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2015
7768,2015-10-06,6,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2015
7769,2015-10-07,7,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,2015
7770,2015-10-08,8,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2015
7771,2015-10-09,9,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2015
7772,2015-10-10,10,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2015
7773,2015-10-11,11,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2015
7774,2015-10-12,12,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2015
7775,2015-10-13,13,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2015
7776,2015-10-14,14,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,2015
7777,2015-10-15,15,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2015
7778,2015-10-16,16,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2015
7779,2015-10-17,17,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2015
7780,2015-10-18,18,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2015
7781,2015-10-19,19,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2015
7782,2015-10-20,20,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2015
7783,2015-10-21,21,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,2015
7784,2015-10-22,22,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2015
7785,2015-10-23,23,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2015
7786,2015-10-24,24,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2015
7787,2015-10-25,25,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2015
7788,2015-10-26,26,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2015
7789,2015-10-27,27,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2015
7790,2015-10-28,28,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,2015
7791,2015-10-29,29,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2015
7792,2015-10-30,30,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2015
7793,2015-10-31,31,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2015
7794,2015-11-01,1,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2015
7795,2015-11-02,2,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2015
7796,2015-11-03,3,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2015
7797,2015-11-04,4,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2015
7798,2015-11-05,5,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2015
7799,2015-11-06,6,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,2015
7800,2015-11-07,7,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,2015
7801,2015-11-08,8,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2015
7802,2015-11-09,9,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2015
7803,2015-11-10,10,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2015
7804,2015-11-11,11,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2015
7805,2015-11-12,12,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2015
7806,2015-11-13,13,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,2015
7807,2015-11-14,14,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,2015
7808,2015-11-15,15,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2015
7809,2015-11-16,16,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2015
7810,2015-11-17,17,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2015
7811,2015-11-18,18,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2015
7812,2015-11-19,19,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2015
7813,2015-11-20,20,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,2015
7814,2015-11-21,21,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,2015
7815,2015-11-22,22,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2015
7816,2015-11-23,23,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2015
7817,2015-11-24,24,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2015
7818,2015-11-25,25,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2015
7819,2015-11-26,26,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2015
7820,2015-11-27,27,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,2015
7821,2015-11-28,28,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,2015
7822,2015-11-29,29,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2015
7823,2015-11-30,30,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2015
7824,2015-12-01,1,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,2015
7825,2015-12-02,2,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,2015
7826,2015-12-03,3,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,2015
7827,2015-12-04,4,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,2015
7828,2015-12-05,5,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,2015
7829,2015-12-06,6,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,2015
7830,2015-12-07,7,2,TER,TERCA,12,DEZ,DEZEMBRO,6,4,2,2015
7831,2015-12-08,8,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,2015
7832,2015-12-09,9,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,2015
7833,2015-12-10,10,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,2015
7834,2015-12-11,11,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,2015
7835,2015-12-12,12,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,2015
7836,2015-12-13,13,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,2015
7837,2015-12-14,14,2,TER,TERCA,12,DEZ,DEZEMBRO,6,4,2,2015
7838,2015-12-15,15,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,2015
7839,2015-12-16,16,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,2015
7840,2015-12-17,17,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,2015
7841,2015-12-18,18,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,2015
7842,2015-12-19,19,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,2015
7843,2015-12-20,20,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,2015
7844,2015-12-21,21,2,TER,TERCA,12,DEZ,DEZEMBRO,6,4,2,2015
7845,2015-12-22,22,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,2015
7846,2015-12-23,23,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,2015
7847,2015-12-24,24,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,2015
7848,2015-12-25,25,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,2015
7849,2015-12-26,26,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,2015
7850,2015-12-27,27,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,2015
7851,2015-12-28,28,2,TER,TERCA,12,DEZ,DEZEMBRO,6,4,2,2015
7852,2015-12-29,29,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,2015
7853,2015-12-30,30,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,2015
7854,2015-12-31,31,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,2015
7855,2016-01-01,1,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,2016
7856,2016-01-02,2,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,2016
7857,2016-01-03,3,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,2016
7858,2016-01-04,4,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,2016
7859,2016-01-05,5,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,2016
7860,2016-01-06,6,4,QUI,QUINTA,1,JAN,JANEIRO,1,1,1,2016
7861,2016-01-07,7,5,SEX,SEXTA,1,JAN,JANEIRO,1,1,1,2016
7862,2016-01-08,8,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,2016
7863,2016-01-09,9,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,2016
7864,2016-01-10,10,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,2016
7865,2016-01-11,11,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,2016
7866,2016-01-12,12,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,2016
7867,2016-01-13,13,4,QUI,QUINTA,1,JAN,JANEIRO,1,1,1,2016
7868,2016-01-14,14,5,SEX,SEXTA,1,JAN,JANEIRO,1,1,1,2016
7869,2016-01-15,15,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,2016
7870,2016-01-16,16,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,2016
7871,2016-01-17,17,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,2016
7872,2016-01-18,18,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,2016
7873,2016-01-19,19,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,2016
7874,2016-01-20,20,4,QUI,QUINTA,1,JAN,JANEIRO,1,1,1,2016
7875,2016-01-21,21,5,SEX,SEXTA,1,JAN,JANEIRO,1,1,1,2016
7876,2016-01-22,22,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,2016
7877,2016-01-23,23,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,2016
7878,2016-01-24,24,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,2016
7879,2016-01-25,25,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,2016
7880,2016-01-26,26,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,2016
7881,2016-01-27,27,4,QUI,QUINTA,1,JAN,JANEIRO,1,1,1,2016
7882,2016-01-28,28,5,SEX,SEXTA,1,JAN,JANEIRO,1,1,1,2016
7883,2016-01-29,29,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,2016
7884,2016-01-30,30,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,2016
7885,2016-01-31,31,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,2016
7886,2016-02-01,1,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2016
7887,2016-02-02,2,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,2016
7888,2016-02-03,3,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,2016
7889,2016-02-04,4,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,2016
7890,2016-02-05,5,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,2016
7891,2016-02-06,6,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,2016
7892,2016-02-07,7,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,2016
7893,2016-02-08,8,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2016
7894,2016-02-09,9,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,2016
7895,2016-02-10,10,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,2016
7896,2016-02-11,11,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,2016
7897,2016-02-12,12,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,2016
7898,2016-02-13,13,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,2016
7899,2016-02-14,14,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,2016
7900,2016-02-15,15,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2016
7901,2016-02-16,16,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,2016
7902,2016-02-17,17,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,2016
7903,2016-02-18,18,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,2016
7904,2016-02-19,19,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,2016
7905,2016-02-20,20,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,2016
7906,2016-02-21,21,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,2016
7907,2016-02-22,22,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2016
7908,2016-02-23,23,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,2016
7909,2016-02-24,24,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,2016
7910,2016-02-25,25,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,2016
7911,2016-02-26,26,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,2016
7912,2016-02-27,27,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,2016
7913,2016-02-28,28,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,2016
7914,2016-02-29,29,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2016
7915,2016-03-01,1,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2016
7916,2016-03-02,2,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2016
7917,2016-03-03,3,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2016
7918,2016-03-04,4,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2016
7919,2016-03-05,5,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2016
7920,2016-03-06,6,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,2016
7921,2016-03-07,7,2,TER,TERCA,3,MAR,MARCO,2,1,1,2016
7922,2016-03-08,8,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2016
7923,2016-03-09,9,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2016
7924,2016-03-10,10,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2016
7925,2016-03-11,11,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2016
7926,2016-03-12,12,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2016
7927,2016-03-13,13,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,2016
7928,2016-03-14,14,2,TER,TERCA,3,MAR,MARCO,2,1,1,2016
7929,2016-03-15,15,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2016
7930,2016-03-16,16,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2016
7931,2016-03-17,17,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2016
7932,2016-03-18,18,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2016
7933,2016-03-19,19,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2016
7934,2016-03-20,20,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,2016
7935,2016-03-21,21,2,TER,TERCA,3,MAR,MARCO,2,1,1,2016
7936,2016-03-22,22,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2016
7937,2016-03-23,23,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2016
7938,2016-03-24,24,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2016
7939,2016-03-25,25,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2016
7940,2016-03-26,26,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2016
7941,2016-03-27,27,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,2016
7942,2016-03-28,28,2,TER,TERCA,3,MAR,MARCO,2,1,1,2016
7943,2016-03-29,29,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2016
7944,2016-03-30,30,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2016
7945,2016-03-31,31,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2016
7946,2016-04-01,1,6,SAB,SABADO,4,ABR,ABRIL,2,2,1,2016
7947,2016-04-02,2,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2016
7948,2016-04-03,3,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2016
7949,2016-04-04,4,2,TER,TERCA,4,ABR,ABRIL,2,2,1,2016
7950,2016-04-05,5,3,QUA,QUARTA,4,ABR,ABRIL,2,2,1,2016
7951,2016-04-06,6,4,QUI,QUINTA,4,ABR,ABRIL,2,2,1,2016
7952,2016-04-07,7,5,SEX,SEXTA,4,ABR,ABRIL,2,2,1,2016
7953,2016-04-08,8,6,SAB,SABADO,4,ABR,ABRIL,2,2,1,2016
7954,2016-04-09,9,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2016
7955,2016-04-10,10,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2016
7956,2016-04-11,11,2,TER,TERCA,4,ABR,ABRIL,2,2,1,2016
7957,2016-04-12,12,3,QUA,QUARTA,4,ABR,ABRIL,2,2,1,2016
7958,2016-04-13,13,4,QUI,QUINTA,4,ABR,ABRIL,2,2,1,2016
7959,2016-04-14,14,5,SEX,SEXTA,4,ABR,ABRIL,2,2,1,2016
7960,2016-04-15,15,6,SAB,SABADO,4,ABR,ABRIL,2,2,1,2016
7961,2016-04-16,16,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2016
7962,2016-04-17,17,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2016
7963,2016-04-18,18,2,TER,TERCA,4,ABR,ABRIL,2,2,1,2016
7964,2016-04-19,19,3,QUA,QUARTA,4,ABR,ABRIL,2,2,1,2016
7965,2016-04-20,20,4,QUI,QUINTA,4,ABR,ABRIL,2,2,1,2016
7966,2016-04-21,21,5,SEX,SEXTA,4,ABR,ABRIL,2,2,1,2016
7967,2016-04-22,22,6,SAB,SABADO,4,ABR,ABRIL,2,2,1,2016
7968,2016-04-23,23,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2016
7969,2016-04-24,24,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2016
7970,2016-04-25,25,2,TER,TERCA,4,ABR,ABRIL,2,2,1,2016
7971,2016-04-26,26,3,QUA,QUARTA,4,ABR,ABRIL,2,2,1,2016
7972,2016-04-27,27,4,QUI,QUINTA,4,ABR,ABRIL,2,2,1,2016
7973,2016-04-28,28,5,SEX,SEXTA,4,ABR,ABRIL,2,2,1,2016
7974,2016-04-29,29,6,SAB,SABADO,4,ABR,ABRIL,2,2,1,2016
7975,2016-04-30,30,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2016
7976,2016-05-01,1,1,SEG,SEGUNDA,5,MAI,MAIO,3,2,1,2016
7977,2016-05-02,2,2,TER,TERCA,5,MAI,MAIO,3,2,1,2016
7978,2016-05-03,3,3,QUA,QUARTA,5,MAI,MAIO,3,2,1,2016
7979,2016-05-04,4,4,QUI,QUINTA,5,MAI,MAIO,3,2,1,2016
7980,2016-05-05,5,5,SEX,SEXTA,5,MAI,MAIO,3,2,1,2016
7981,2016-05-06,6,6,SAB,SABADO,5,MAI,MAIO,3,2,1,2016
7982,2016-05-07,7,7,DOM,DOMINGO,5,MAI,MAIO,3,2,1,2016
7983,2016-05-08,8,1,SEG,SEGUNDA,5,MAI,MAIO,3,2,1,2016
7984,2016-05-09,9,2,TER,TERCA,5,MAI,MAIO,3,2,1,2016
7985,2016-05-10,10,3,QUA,QUARTA,5,MAI,MAIO,3,2,1,2016
7986,2016-05-11,11,4,QUI,QUINTA,5,MAI,MAIO,3,2,1,2016
7987,2016-05-12,12,5,SEX,SEXTA,5,MAI,MAIO,3,2,1,2016
7988,2016-05-13,13,6,SAB,SABADO,5,MAI,MAIO,3,2,1,2016
7989,2016-05-14,14,7,DOM,DOMINGO,5,MAI,MAIO,3,2,1,2016
7990,2016-05-15,15,1,SEG,SEGUNDA,5,MAI,MAIO,3,2,1,2016
7991,2016-05-16,16,2,TER,TERCA,5,MAI,MAIO,3,2,1,2016
7992,2016-05-17,17,3,QUA,QUARTA,5,MAI,MAIO,3,2,1,2016
7993,2016-05-18,18,4,QUI,QUINTA,5,MAI,MAIO,3,2,1,2016
7994,2016-05-19,19,5,SEX,SEXTA,5,MAI,MAIO,3,2,1,2016
7995,2016-05-20,20,6,SAB,SABADO,5,MAI,MAIO,3,2,1,2016
7996,2016-05-21,21,7,DOM,DOMINGO,5,MAI,MAIO,3,2,1,2016
7997,2016-05-22,22,1,SEG,SEGUNDA,5,MAI,MAIO,3,2,1,2016
7998,2016-05-23,23,2,TER,TERCA,5,MAI,MAIO,3,2,1,2016
7999,2016-05-24,24,3,QUA,QUARTA,5,MAI,MAIO,3,2,1,2016
8000,2016-05-25,25,4,QUI,QUINTA,5,MAI,MAIO,3,2,1,2016
8001,2016-05-26,26,5,SEX,SEXTA,5,MAI,MAIO,3,2,1,2016
8002,2016-05-27,27,6,SAB,SABADO,5,MAI,MAIO,3,2,1,2016
8003,2016-05-28,28,7,DOM,DOMINGO,5,MAI,MAIO,3,2,1,2016
8004,2016-05-29,29,1,SEG,SEGUNDA,5,MAI,MAIO,3,2,1,2016
8005,2016-05-30,30,2,TER,TERCA,5,MAI,MAIO,3,2,1,2016
8006,2016-05-31,31,3,QUA,QUARTA,5,MAI,MAIO,3,2,1,2016
8007,2016-06-01,1,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,2016
8008,2016-06-02,2,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,2016
8009,2016-06-03,3,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,2016
8010,2016-06-04,4,7,DOM,DOMINGO,6,JUN,JUNHO,3,2,1,2016
8011,2016-06-05,5,1,SEG,SEGUNDA,6,JUN,JUNHO,3,2,1,2016
8012,2016-06-06,6,2,TER,TERCA,6,JUN,JUNHO,3,2,1,2016
8013,2016-06-07,7,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,2016
8014,2016-06-08,8,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,2016
8015,2016-06-09,9,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,2016
8016,2016-06-10,10,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,2016
8017,2016-06-11,11,7,DOM,DOMINGO,6,JUN,JUNHO,3,2,1,2016
8018,2016-06-12,12,1,SEG,SEGUNDA,6,JUN,JUNHO,3,2,1,2016
8019,2016-06-13,13,2,TER,TERCA,6,JUN,JUNHO,3,2,1,2016
8020,2016-06-14,14,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,2016
8021,2016-06-15,15,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,2016
8022,2016-06-16,16,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,2016
8023,2016-06-17,17,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,2016
8024,2016-06-18,18,7,DOM,DOMINGO,6,JUN,JUNHO,3,2,1,2016
8025,2016-06-19,19,1,SEG,SEGUNDA,6,JUN,JUNHO,3,2,1,2016
8026,2016-06-20,20,2,TER,TERCA,6,JUN,JUNHO,3,2,1,2016
8027,2016-06-21,21,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,2016
8028,2016-06-22,22,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,2016
8029,2016-06-23,23,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,2016
8030,2016-06-24,24,6,SAB,SABADO,6,JUN,JUNHO,3,2,1,2016
8031,2016-06-25,25,7,DOM,DOMINGO,6,JUN,JUNHO,3,2,1,2016
8032,2016-06-26,26,1,SEG,SEGUNDA,6,JUN,JUNHO,3,2,1,2016
8033,2016-06-27,27,2,TER,TERCA,6,JUN,JUNHO,3,2,1,2016
8034,2016-06-28,28,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,2016
8035,2016-06-29,29,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,2016
8036,2016-06-30,30,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,2016
8037,2016-07-01,1,6,SAB,SABADO,7,JUL,JULHO,4,3,2,2016
8038,2016-07-02,2,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2016
8039,2016-07-03,3,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2016
8040,2016-07-04,4,2,TER,TERCA,7,JUL,JULHO,4,3,2,2016
8041,2016-07-05,5,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,2016
8042,2016-07-06,6,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,2016
8043,2016-07-07,7,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,2016
8044,2016-07-08,8,6,SAB,SABADO,7,JUL,JULHO,4,3,2,2016
8045,2016-07-09,9,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2016
8046,2016-07-10,10,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2016
8047,2016-07-11,11,2,TER,TERCA,7,JUL,JULHO,4,3,2,2016
8048,2016-07-12,12,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,2016
8049,2016-07-13,13,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,2016
8050,2016-07-14,14,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,2016
8051,2016-07-15,15,6,SAB,SABADO,7,JUL,JULHO,4,3,2,2016
8052,2016-07-16,16,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2016
8053,2016-07-17,17,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2016
8054,2016-07-18,18,2,TER,TERCA,7,JUL,JULHO,4,3,2,2016
8055,2016-07-19,19,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,2016
8056,2016-07-20,20,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,2016
